市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計
足立区大谷田４丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,4,1,1,0,0,0,0,2,1,2,2,0,0,0,0,12
足立区大谷田５丁目,12,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,1,20
足立区中川１丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,9
足立区中川２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,5
足立区中川３丁目,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,13
足立区中川４丁目,12,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,4,18
足立区中川５丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
足立区東和１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7
足立区東和２丁目,15,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,4,3,0,0,0,1,21
足立区東和３丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,0,3,10
足立区東和４丁目,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,1,5,1,0,0,0,0,1,19
足立区東和５丁目,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,1,3,1,0,0,0,0,0,5,0,6,3,0,0,0,3,24
足立区佐野１丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9
足立区佐野２丁目,28,0,0,0,4,0,2,2,0,0,1,0,0,0,1,0,0,0,0,20,0,3,10,0,0,0,0,1,0,6,0,3,0,0,0,0,3,46
足立区綾瀬１丁目,13,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,3,4,3,0,0,0,1,23
足立区綾瀬２丁目,38,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,1,0,2,0,2,4,5,4,1,0,0,0,58
足立区綾瀬３丁目,87,0,0,0,8,0,6,1,1,0,2,1,0,0,0,0,0,0,1,65,0,1,23,1,0,0,0,0,0,30,10,12,3,1,1,0,7,123
足立区綾瀬４丁目,38,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,25,0,0,12,1,0,0,1,0,0,5,6,10,4,0,1,0,5,48
足立区綾瀬５丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,0,0,0,0,0,2,3,0,0,0,0,3,11
足立区綾瀬６丁目,15,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,11,0,0,7,1,0,0,0,0,0,0,3,1,0,0,0,0,1,25
足立区綾瀬７丁目,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,2,0,0,1,0,0,0,7,0,2,0,1,0,0,1,21
足立区弘道１丁目,19,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,5,4,1,0,0,0,3,45
足立区弘道２丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,3,12
足立区西綾瀬１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
足立区西綾瀬２丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,2,12
足立区西綾瀬３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4
足立区西綾瀬４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3
足立区新田１丁目,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,3,0,0,0,0,0,2,0,0,0,0,2,14
足立区新田２丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,2,0,0,0,0,0,1,10,0,0,0,0,0,0,15
足立区新田３丁目,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,1,3,13,3,0,0,0,0,0,12,2,10,6,1,0,0,3,49
足立区東綾瀬１丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,5,2,0,0,0,3,13
足立区東綾瀬２丁目,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,1,1,2,0,0,0,0,0,1,5,6,3,0,0,0,3,19
足立区東綾瀬３丁目,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,2,2,0,1,0,0,1,19
足立区谷中１丁目,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,4,0,0,1,0,0,0,1,0,5,2,0,0,0,3,18
足立区谷中２丁目,45,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,0,0,0,33,0,3,15,3,0,0,1,0,0,4,7,8,0,2,0,0,6,59
足立区谷中３丁目,12,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,25
足立区谷中４丁目,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,1,6,0,1,0,0,5,21
足立区谷中５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0,0,0,0,1,0,1,0,2,0,0,0,0,2,10
足立区青井１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,1,2,2,0,1,0,0,1,13
足立区青井２丁目,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2,15
足立区青井３丁目,17,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,1,0,2,1,4,0,1,0,0,3,29
足立区青井４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
足立区青井５丁目,10,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
足立区青井６丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,5
足立区中央本町１丁目,17,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,9,4,1,1,0,3,23
足立区中央本町２丁目,23,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,18,0,0,2,2,0,0,0,0,0,10,4,2,0,0,0,0,2,33
足立区中央本町３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,1,0,0,1,8
足立区中央本町４丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,1,4,3,0,0,0,1,10
足立区中央本町５丁目,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,1,0,0,0,0,0,9,2,3,0,1,0,0,2,17
足立区平野１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,4
足立区平野２丁目,14,0,0,0,3,0,1,1,0,1,1,0,0,0,1,0,0,0,0,9,0,0,6,0,0,0,0,0,0,2,1,1,0,1,0,0,0,28
足立区平野３丁目,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,4,1,3,0,0,0,18
足立区加賀１丁目,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,1,1,0,0,0,0,0,4,1,1,1,0,0,0,0,21
足立区加賀２丁目,13,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,0,0,0,0,0,2,1,4,0,0,0,0,4,21
足立区皿沼１丁目,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,19
足立区皿沼２丁目,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
足立区皿沼３丁目,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
足立区西加平１丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8
足立区西加平２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6
足立区一ツ家１丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,1,4,0,1,0,1,0,0,0,15
足立区一ツ家２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,7
足立区一ツ家３丁目,16,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,4,3,0,0,0,0,3,29
足立区一ツ家４丁目,3,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
足立区六町１丁目,14,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9,0,1,1,1,0,5,0,0,0,0,1,3,0,0,0,0,3,20
足立区六町２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
足立区六町３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5
足立区六町４丁目,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0,0,0,0,3,2,2,0,0,0,0,2,32
足立区南花畑１丁目,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,2,1,1,0,0,0,0,19
足立区南花畑２丁目,16,1,1,0,4,0,1,1,0,2,1,0,0,0,0,0,0,0,1,10,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,43
足立区南花畑３丁目,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,7,0,0,1,0,0,0,0,3,4,1,0,0,0,3,18
足立区南花畑４丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
足立区南花畑５丁目,56,0,0,0,1,0,0,0,1,0,39,0,0,0,0,39,0,0,0,10,0,1,3,0,0,0,0,0,0,1,5,6,1,1,3,0,1,138
足立区東保木間１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,6,0,0,0,0,0,0,0,3,1,0,1,0,0,0,11
足立区東保木間２丁目,23,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1,16,0,2,5,0,0,0,0,0,0,5,4,3,0,0,0,0,3,37
足立区保塚町,8,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,18
足立区東六月町,6,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23
足立区神明１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
足立区神明２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,5
足立区神明３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,7
足立区神明南１丁目,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8
足立区神明南２丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,13
足立区北加平町,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,0,0,0,0,1,2,0,0,0,0,2,14
足立区千住河原町,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,5,0,0,1,0,0,0,0,2,2,0,1,0,0,1,13
足立区千住仲町,19,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14,0,0,9,0,0,0,0,0,0,0,5,3,2,1,0,0,0,25
足立区千住１丁目,25,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,5,1,0,1,1,0,0,4,2,7,0,1,1,0,5,37
足立区千住４丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,2,0,0,0,0,1,0,2,3,1,1,0,0,1,12
足立区千住５丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,6,1,0,0,0,5,11
足立区伊興１丁目,12,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,6,0,1,5,0,0,0,0,0,0,0,0,3,0,1,0,0,2,22
足立区伊興２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3
足立区伊興３丁目,13,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32
足立区伊興４丁目,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,0,0,0,0,1,0,2,4,0,0,0,0,4,17
足立区伊興５丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
足立区西伊興１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0,0,5,9
足立区西伊興２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4
足立区西伊興３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
足立区西伊興４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,3,8
足立区西竹の塚１丁目,29,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0,13,2,3,1,0,0,0,2,50
足立区西竹の塚２丁目,28,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19,0,1,14,2,0,0,0,0,0,0,2,6,1,0,0,0,5,40
足立区舎人１丁目,16,0,0,0,3,0,1,2,0,0,3,0,0,0,1,1,0,0,1,6,0,0,2,0,0,0,0,0,0,1,3,4,0,0,0,0,4,34
足立区舎人２丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,2,11
足立区舎人３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4
足立区舎人４丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,9
足立区舎人５丁目,14,0,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,3,8,0,1,4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,28
足立区古千谷本町１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
足立区古千谷本町２丁目,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19
足立区古千谷本町３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5
足立区古千谷本町４丁目,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11
足立区舎人公園,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
足立区伊興本町１丁目,6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14
足立区伊興本町２丁目,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,7
葛飾区四つ木１丁目,14,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,0,0,0,0,0,0,0,3,4,0,1,0,0,3,27
葛飾区四つ木２丁目,38,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,31,0,0,9,1,0,0,0,0,0,19,2,4,2,0,0,0,2,48
葛飾区四つ木３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,1,1,3,1,0,0,0,2,8
葛飾区四つ木４丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,5,1,0,0,0,4,10
葛飾区四つ木５丁目,14,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,5,0,0,0,0,0,0,1,4,2,1,1,0,0,0,20
葛飾区宝町１丁目,13,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,29
葛飾区宝町２丁目,29,0,0,0,5,0,3,2,0,0,1,0,0,0,0,0,0,0,1,18,0,1,8,0,0,0,0,0,1,1,7,5,3,0,0,0,2,51
葛飾区東四つ木１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,1,4,2,0,0,0,2,9
葛飾区東四つ木２丁目,9,0,0,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
葛飾区東四つ木３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,4,8
葛飾区東四つ木４丁目,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7,0,0,5,0,0,0,0,0,0,0,2,3,1,0,0,0,2,18
葛飾区東立石１丁目,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,3,6,0,0,0,0,6,18
葛飾区東立石２丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10
葛飾区東立石３丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,1,0,0,0,0,1,5,1,1,0,0,3,16
葛飾区東立石４丁目,17,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,3,5,2,0,0,0,0,2,29
葛飾区立石１丁目,33,0,0,0,8,0,7,1,0,0,1,0,0,0,0,0,0,0,1,16,0,0,12,0,0,0,0,1,0,2,1,8,3,1,0,0,4,67
葛飾区立石２丁目,16,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,1,0,0,0,0,0,0,0,3,0,0,0,0,3,28
葛飾区立石３丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8
葛飾区立石４丁目,18,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,1,1,7,2,2,0,0,3,39
葛飾区立石５丁目,24,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,11,1,0,0,0,0,0,1,4,4,0,0,0,0,4,36
葛飾区立石６丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,9,0,0,0,0,0,0,0,2,5,2,1,0,0,2,22
葛飾区立石７丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,1,0,0,0,0,0,0,0,2,0,2,0,0,0,17
葛飾区立石８丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,4,0,0,0,0,4,15
葛飾区南水元１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,4,3,0,0,0,1,9
葛飾区南水元２丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,1,11
葛飾区南水元３丁目,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,1,4,3,1,0,0,0,14
葛飾区南水元４丁目,16,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,2,5,4,1,0,0,0,3,27
葛飾区水元１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5,0,0,0,0,0,0,0,3,3,1,0,0,0,2,12
葛飾区水元２丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,11
葛飾区水元３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,8
葛飾区水元４丁目,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,2,0,0,0,0,0,0,5,2,2,1,0,0,0,1,18
葛飾区水元５丁目,6,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14
葛飾区東新小岩１丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,0,0,0,0,0,2,2,3,2,1,0,0,0,17
葛飾区東新小岩２丁目,13,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,2,0,5,0,1,0,0,4,19
葛飾区東新小岩３丁目,10,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,5,18
葛飾区東新小岩４丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,1,0,1,0,5,18
葛飾区東新小岩５丁目,10,1,0,1,2,0,0,1,1,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,2,31
葛飾区東新小岩６丁目,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,1,13
葛飾区東新小岩７丁目,16,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,1,2,1,1,0,0,0,0,32
葛飾区東新小岩８丁目,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,2,14
葛飾区西新小岩１丁目,66,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,53,0,0,29,4,0,0,0,0,1,6,13,10,0,1,1,0,8,76
葛飾区西新小岩２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
葛飾区西新小岩３丁目,21,0,0,0,2,0,2,0,0,0,3,0,0,0,0,3,0,0,0,9,0,1,6,0,0,0,0,0,0,0,2,7,3,1,0,0,3,35
葛飾区西新小岩４丁目,19,0,0,0,4,0,2,1,1,0,1,0,0,0,0,1,0,0,0,12,0,0,7,0,0,0,0,0,0,1,4,2,1,1,0,0,0,37
