市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計
品川区旗の台４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,1,8
品川区旗の台５丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,6,4,2,0,0,0,2,13
品川区旗の台６丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,3,1,0,0,0,2,12
品川区中延１丁目,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,13
品川区中延２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,3,0,0,0,0,3,8
品川区中延３丁目,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,13
品川区中延４丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,1,1,0,0,0,0,1,1,4,3,0,0,0,1,13
品川区中延５丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,3,1,4,1,0,0,0,3,14
品川区中延６丁目,14,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8,0,0,5,1,0,1,0,0,0,0,1,4,1,0,0,0,3,20
品川区西中延１丁目,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,1,0,0,0,9
品川区西中延２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,1,7
品川区西中延３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4
品川区東中延１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
品川区東中延２丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,1,3,3,0,0,0,0,3,15
品川区戸越１丁目,16,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,9,0,0,8,0,0,0,0,0,0,0,1,4,2,0,0,0,2,26
品川区戸越２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,5
品川区戸越３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,1,0,0,1,6
品川区戸越４丁目,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,13
品川区戸越５丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,1,0,3,2,4,2,0,0,0,2,22
品川区戸越６丁目,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,3,4,2,2,0,0,0,0,19
品川区豊町１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6
品川区豊町２丁目,6,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14
品川区豊町３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
品川区豊町４丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,1,6
品川区豊町５丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,4
品川区豊町６丁目,10,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,4,1,1,0,0,2,23
品川区二葉１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,6,3,1,0,0,2,9
品川区二葉２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,5
品川区二葉３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
品川区二葉４丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,0,1,12
品川区八潮１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
品川区八潮２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
品川区八潮３丁目,17,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0,0,11,2,0,0,0,0,2,23
品川区八潮４丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
品川区八潮５丁目,71,0,0,0,5,0,3,2,0,0,1,0,0,0,0,1,0,0,0,55,0,3,24,2,0,0,0,0,1,10,15,10,6,0,2,0,2,93
目黒区駒場１丁目,15,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,3,2,1,0,0,0,1,32
目黒区駒場２丁目,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6
目黒区駒場３丁目,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,5,0,0,0,0,0,1,0,1,5,1,2,0,0,2,15
目黒区駒場４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,2,1,0,0,0,1,7
目黒区青葉台１丁目,20,0,0,0,2,0,2,0,0,0,3,1,0,0,1,1,0,0,0,11,0,0,1,0,0,0,0,0,0,7,3,4,2,0,1,0,1,34
目黒区青葉台２丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,5,2,1,0,0,2,15
目黒区青葉台３丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,0,0,0,0,1,5,1,0,0,0,4,12
目黒区青葉台４丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,11
目黒区東山１丁目,21,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,1,0,0,12,0,0,8,0,0,0,0,1,0,1,2,5,3,1,0,0,1,33
目黒区東山２丁目,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,1,0,8,0,2,0,0,6,20
目黒区東山３丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,1,0,1,0,0,0,1,3,2,1,0,0,0,1,20
目黒区大橋１丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,0,1,3,3,1,0,0,0,2,22
目黒区大橋２丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,1,6,2,1,0,0,3,23
目黒区上目黒１丁目,36,0,0,0,1,0,0,1,0,0,6,4,0,0,1,0,0,0,1,22,0,0,7,2,0,0,0,0,1,6,6,7,0,2,0,0,5,52
目黒区上目黒２丁目,57,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,39,0,0,0,0,0,0,5,3,8,3,0,0,0,5,70
目黒区上目黒３丁目,81,0,0,0,7,0,4,2,1,0,14,1,0,2,2,9,0,0,0,37,0,0,21,4,0,0,0,0,0,1,11,23,6,2,2,0,13,137
目黒区上目黒４丁目,13,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,1,0,0,0,4,23
目黒区上目黒５丁目,13,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,6,2,0,0,0,4,21
目黒区中目黒１丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,1,11
目黒区中目黒２丁目,12,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,1,0,3,2,0,0,0,1,24
目黒区中目黒３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6
目黒区中目黒４丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,7,2,2,0,0,3,15
目黒区中目黒５丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,5,2,0,0,0,0,0,0,1,6,3,0,1,0,2,17
目黒区三田１丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,0,2,1,1,2,1,0,0,0,1,10
目黒区三田２丁目,8,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,16
目黒区目黒１丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,1,2,1,4,2,0,0,0,2,17
目黒区目黒２丁目,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,1,1,1,4,2,1,0,0,1,19
目黒区目黒３丁目,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,3,3,0,1,0,0,2,19
目黒区目黒４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
目黒区下目黒１丁目,21,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,4,1,0,0,0,0,0,3,3,7,2,1,0,0,4,31
目黒区下目黒２丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,1,3,7,5,1,0,0,1,14
目黒区下目黒３丁目,25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10,0,0,5,0,0,0,0,0,0,1,4,13,1,0,0,0,12,31
目黒区下目黒４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,4,2,0,0,0,2,8
目黒区下目黒５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,0,0,0,0,0,1,3,1,0,0,0,2,10
目黒区下目黒６丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,2,2,0,0,0,0,15
目黒区中町１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,13
目黒区中町２丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,1,0,0,0,0,1,1,1,8,0,0,2,0,6,22
目黒区五本木１丁目,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,1,0,1,0,0,0,14,4,3,0,0,0,0,3,38
目黒区五本木２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,9
目黒区五本木３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
目黒区祐天寺１丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,0,1,12
目黒区祐天寺２丁目,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,9,1,0,0,0,0,1,3,2,2,2,0,0,0,0,21
目黒区中央町１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,4,2,2,0,0,0,0,9
目黒区中央町２丁目,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,2,2,0,0,0,0,17
目黒区目黒本町１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
目黒区目黒本町２丁目,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,0,1,6,0,0,0,0,0,0,0,2,3,1,0,0,0,2,20
目黒区目黒本町３丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,2,3,0,0,0,0,3,9
目黒区目黒本町４丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,1,0,0,6,1,0,0,0,0,1,20
目黒区目黒本町５丁目,8,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,2,1,0,1,0,0,0,16
目黒区目黒本町６丁目,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,4,0,1,0,0,3,13
目黒区原町１丁目,13,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,1,21
目黒区原町２丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,10
目黒区洗足１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,4
目黒区洗足２丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,3,4,4,3,0,0,0,1,13
目黒区南１丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9
目黒区南２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,6
目黒区南３丁目,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,2,11
目黒区碑文谷１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,4,7
目黒区碑文谷２丁目,20,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,0,4,3,1,0,0,0,2,28
目黒区碑文谷３丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7
目黒区碑文谷４丁目,36,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,1,0,9,1,0,0,0,0,1,17,3,2,1,1,0,0,0,49
目黒区碑文谷５丁目,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20
目黒区碑文谷６丁目,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,1,1,0,0,1,16
目黒区鷹番１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,10
目黒区鷹番２丁目,19,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,2,8,1,0,0,0,0,0,0,5,1,0,0,0,0,1,27
目黒区鷹番３丁目,70,0,0,0,7,0,4,3,0,0,1,0,0,0,1,0,0,0,0,44,0,0,28,0,0,0,0,0,1,5,10,18,3,2,0,0,13,100
目黒区平町１丁目,30,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,18,0,0,8,0,0,0,0,0,1,5,4,9,3,0,0,0,6,40
目黒区平町２丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,2,11
目黒区大岡山１丁目,11,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,4,3,0,0,0,1,28
目黒区大岡山２丁目,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14
目黒区緑が丘１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,0,0,0,0,0,0,4,1,1,0,0,0,0,9
目黒区緑が丘２丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,3,2,2,0,0,0,0,2,12
目黒区緑が丘３丁目,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,19
目黒区自由が丘１丁目,57,1,0,1,7,0,7,0,0,0,1,1,0,0,0,0,0,0,0,35,0,0,12,1,0,0,1,1,0,16,4,13,1,1,1,0,10,96
目黒区自由が丘２丁目,52,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,11,0,0,0,0,0,1,17,9,10,0,0,0,0,10,68
目黒区自由が丘３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0,0,1,11
目黒区中根１丁目,35,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,0,0,0,4,7,1,0,0,0,0,1,43
目黒区中根２丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,1,0,0,0,0,0,0,3,1,0,0,0,0,1,20
目黒区柿の木坂１丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,8,5,0,0,0,3,16
目黒区柿の木坂２丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,2,13
目黒区柿の木坂３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,0,1,6
目黒区八雲１丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,4,3,0,0,0,1,14
目黒区八雲２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
目黒区八雲３丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,1,0,0,0,0,1,3,2,0,0,0,1,15
目黒区八雲４丁目,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11
目黒区八雲５丁目,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,1,11
目黒区東が丘１丁目,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,11
目黒区東が丘２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,2,1,1,0,0,0,14
大田区大森東１丁目,22,0,0,0,4,0,3,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,11,0,0,1,0,0,0,0,3,2,0,0,0,0,2,40
大田区大森東２丁目,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,6,0,0,0,0,0,2,2,6,2,1,0,0,3,30
大田区大森東３丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,8
大田区大森東４丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,0,1,0,0,0,3,2,6,5,1,0,0,0,18
大田区大森東５丁目,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,4,5,0,0,0,0,0,1,1,8,1,1,0,0,6,25
大田区大森南１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,1,0,0,1,0,0,1,0,1,0,0,0,11
大田区大森南２丁目,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,8,1,1,0,0,0,1,5,2,8,3,1,0,0,4,33
大田区大森南３丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,6,1,0,0,0,5,18
大田区大森南４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
大田区大森南５丁目,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7
大田区大森中１丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,1,0,0,0,0,1,3,2,1,0,0,0,0,1,20
大田区大森中２丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,4,4,0,0,0,0,0,0,2,1,1,0,0,0,0,12
大田区大森中３丁目,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,9,1,0,0,0,0,0,0,2,4,1,0,0,0,3,19
大田区大森西１丁目,21,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,2,0,0,0,0,0,2,1,8,6,1,0,0,1,29
大田区大森西２丁目,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,15,0,1,5,7,0,0,0,0,0,0,2,8,3,2,0,0,3,29
大田区大森西３丁目,41,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,30,0,1,13,4,0,0,0,0,0,9,3,8,2,1,0,0,5,51
大田区大森西４丁目,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,1,0,0,0,0,0,0,2,7,4,1,0,0,2,24
大田区大森西５丁目,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,15,4,0,0,0,0,0,1,3,5,4,0,0,0,1,29
大田区大森西６丁目,17,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,11,0,0,6,1,0,0,0,0,0,0,4,3,1,0,0,0,2,25
大田区大森西７丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
大田区大森北１丁目,111,0,0,0,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,89,0,4,38,2,0,1,0,0,1,35,8,14,4,3,0,0,7,143
大田区大森北２丁目,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,2,0,0,0,0,0,17,2,7,2,1,0,0,4,39
大田区大森北３丁目,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,10,0,0,0,0,0,0,0,8,3,1,0,0,4,29
大田区大森北４丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,0,0,1,1,4,2,0,0,0,2,12
大田区大森北５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,2,10
大田区大森北６丁目,37,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,28,0,0,22,1,0,0,0,0,0,2,3,6,1,1,0,0,4,45
大田区大森本町１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,6
大田区大森本町２丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,2,0,0,0,0,0,2,1,2,1,0,1,0,0,14
大田区平和島１丁目,30,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,9,0,1,0,0,0,1,8,7,2,0,0,0,0,2,38
大田区平和島５丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
大田区平和島６丁目,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7
