市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,計,緯度,経度
千代田区東神田１丁目,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,12,35.6944905,139.780864
千代田区東神田２丁目,12,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,3,1,2,0,0,0,20,35.6959561,139.7802249
千代田区東神田３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,35.6971217,139.7813434
千代田区神田和泉町,24,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,17,0,0,6,0,0,1,0,0,0,4,6,4,2,1,0,0,1,37,35.6995227,139.7776686
千代田区神田佐久間町１丁目,74,0,0,0,10,0,8,2,0,0,1,0,0,0,1,0,0,0,0,48,0,0,5,1,0,0,2,0,0,20,20,15,9,1,1,0,4,116,35.6974121,139.7738343
千代田区神田佐久間町２丁目,11,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,17,35.6982291,139.7762307
千代田区神田佐久間町３丁目,12,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,9,0,0,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,20,35.6980572,139.7783077
千代田区神田佐久間町４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,35.6979161,139.7797456
千代田区神田平河町,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,1,17,35.6980767,139.7756715
千代田区神田松永町,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,15,35.7004272,139.7752721
千代田区神田花岡町,35,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,3,0,0,0,0,0,1,5,16,6,2,0,1,0,3,47,35.6985598,139.7738343
千代田区神田佐久間河岸,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,35.697044,139.7777485
千代田区神田練塀町,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,1,1,9,2,0,0,0,0,2,21,35.7008551,139.7738343
千代田区神田相生町,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,1,1,2,1,0,0,0,0,1,8,35.6995,139.7736745
千代田区以下不詳,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,35.6940309,139.7537719
中央区銀座１丁目,58,0,0,0,4,0,0,0,2,2,11,0,0,0,11,0,0,0,0,27,0,0,12,1,0,0,0,0,0,1,13,16,5,1,2,0,8,96,35.6738102,139.7693612
中央区銀座２丁目,24,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,1,6,8,5,1,0,0,0,4,32,35.6724061,139.7687222
中央区銀座３丁目,64,1,0,1,3,0,1,2,0,0,2,0,0,0,2,0,0,0,0,51,0,0,0,3,0,0,1,0,0,38,9,7,2,1,2,0,2,89,35.6718939,139.7674443
中央区銀座４丁目,96,0,0,0,12,0,9,2,1,0,6,0,0,0,6,0,0,0,0,68,0,0,5,0,0,0,3,0,0,48,12,10,5,1,2,0,2,156,35.6701719,139.7674443
中央区銀座５丁目,48,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,1,0,0,15,13,10,5,2,0,0,3,76,35.6699777,139.7655274
中央区銀座６丁目,62,1,0,1,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,43,0,0,2,0,0,0,0,0,2,25,14,14,2,2,2,0,8,85,35.6694655,139.7642496
中央区銀座７丁目,48,0,0,0,8,0,5,3,0,0,1,0,0,0,1,0,0,0,0,29,0,0,5,0,0,0,0,0,2,7,15,10,2,1,0,0,7,82,35.6692712,139.7623328
中央区銀座８丁目,61,0,0,0,16,0,6,9,1,0,4,0,0,0,4,0,0,0,0,33,0,0,11,1,1,0,1,0,0,5,14,8,4,1,0,0,3,133,35.6652885,139.764569
中央区新富１丁目,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,1,10,35.6728298,139.7747928
中央区新富２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,35.6715052,139.773994
中央区入船１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35.673121,139.7776686
中央区入船２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.6717963,139.7768697
中央区入船３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,35.6708867,139.7763905
中央区湊１丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,7,35.672582,139.7799054
中央区湊２丁目,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,6,35.6709568,139.780864
中央区湊３丁目,11,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,5,2,1,0,0,2,23,35.6698707,139.7795858
中央区明石町,12,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,3,2,0,0,0,1,20,35.6674774,139.7786272
中央区築地１丁目,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35.6697303,139.7706392
中央区築地２丁目,14,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,1,0,1,2,2,0,0,1,0,1,26,35.6687764,139.7725562
中央区築地３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,11,35.6677254,139.7735148
中央区築地４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,1,3,1,1,0,0,1,7,35.666348,139.7693612
中央区築地５丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,5,35.6622326,139.7684028
中央区築地６丁目,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,2,17,35.664281,139.7735148
中央区築地７丁目,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,3,2,6,3,0,0,0,3,18,35.6654642,139.7757514
中央区八丁堀１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,35.6775366,139.7768697
中央区八丁堀２丁目,10,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,1,22,35.676627,139.7763905
中央区八丁堀３丁目,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,0,1,0,1,18,35.6752229,139.7757514
中央区八丁堀４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,2,2,1,1,0,0,0,0,8,35.6742515,139.7765502
中央区新川１丁目,25,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,4,6,4,1,0,0,1,45,35.6764144,139.7837401
中央区新川２丁目,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,8,1,0,0,0,0,0,1,1,3,1,0,0,0,2,29,35.6736061,139.7824618
中央区日本橋本石町１丁目,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35.6851658,139.7719172
中央区日本橋本石町２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,35.6866315,139.7712782
中央区日本橋本石町３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,35.6875232,139.7706392
中央区日本橋本石町４丁目,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,35.6884149,139.7700002
中央区日本橋室町１丁目,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,1,0,0,0,0,2,27,3,5,3,0,0,0,2,40,35.6854574,139.7747928
中央区日本橋室町２丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,4,3,1,0,0,0,2,16,35.687082,139.7738343
中央区日本橋室町３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,6,35.68797370000001,139.7731952
中央区日本橋室町４丁目,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,3,12,35.6891832,139.7719172
中央区日本橋本町１丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,35.6854928,139.7770295
中央区日本橋本町２丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35.6878503,139.7757514
中央区日本橋本町３丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,3,0,0,1,0,2,10,35.6889982,139.7757514
中央区日本橋本町４丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,1,0,1,8,3,2,0,0,3,13,35.6900488,139.7747928
中央区日本橋小網町,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,3,3,0,0,0,0,21,35.6824374,139.780864
中央区日本橋箱崎町,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,1,1,0,2,8,7,0,1,0,0,22,35.6802467,139.787575
中央区日本橋馬喰町１丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,1,1,5,6,2,3,0,0,1,20,35.693537,139.7827814
中央区日本橋馬喰町２丁目,10,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,3,1,1,0,0,1,18,35.6958327,139.7827814
中央区日本橋横山町,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,3,5,5,3,0,0,0,2,15,35.6934752,139.7840596
中央区東日本橋１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,35.6912147,139.7862967
中央区東日本橋２丁目,27,1,1,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,12,0,0,9,1,0,0,0,0,0,1,1,10,5,2,2,0,1,50,35.6935105,139.7862967
中央区東日本橋３丁目,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,1,24,35.6913384,139.7837401
中央区日本橋久松町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,35.6891396,139.7846988
中央区日本橋浜町１丁目,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,15,35.6901639,139.7872554
中央区日本橋浜町２丁目,21,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,1,0,1,0,0,7,2,2,0,0,0,0,33,35.687647,139.7888534
中央区日本橋浜町３丁目,10,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,0,0,0,0,1,2,1,1,0,0,0,0,18,35.684715,139.7901318
中央区日本橋中洲,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,35.6832037,139.7904808
中央区八重洲１丁目,1168,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,1,0,0,1,0,0,2,3,1156,1151,1,0,0,4,1176,35.6823579,139.7706392
中央区八重洲２丁目,27,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,3,0,0,0,0,1,1,8,8,3,1,0,0,4,43,35.6783048,139.7684028
中央区日本橋１丁目,21,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,5,11,3,3,0,0,5,33,35.6832588,139.7757514
中央区日本橋２丁目,57,1,1,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,1,0,0,1,0,1,34,6,7,4,0,0,0,3,86,35.6815015,139.7735148
中央区日本橋３丁目,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,2,0,0,0,0,0,1,0,8,2,2,0,0,0,0,26,35.6793646,139.7731952
中央区日本橋茅場町１丁目,17,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,1,6,3,2,0,1,0,0,37,35.6804594,139.7802249
中央区日本橋茅場町２丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,1,0,0,0,5,2,3,1,0,0,0,2,15,35.6787993,139.7789467
中央区日本橋茅場町３丁目,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.6778897,139.7784674
中央区佃１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35.6690135,139.7824618
中央区佃２丁目,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,1,6,2,9,4,2,0,0,3,20,35.6682531,139.7862967
中央区佃３丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35.6654475,139.7863615
中央区月島１丁目,39,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,7,0,0,0,0,0,0,12,12,4,1,2,0,0,1,55,35.6644207,139.7824618
中央区月島２丁目,17,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,0,0,0,1,1,8,4,0,0,0,4,25,35.6619998,139.7850184
中央区月島３丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,1,10,35.6628846,139.7786272
中央区月島４丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,5,4,0,0,0,1,15,35.6604639,139.7811836
中央区勝どき１丁目,22,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,1,0,0,0,0,1,3,1,3,1,2,0,0,0,30,35.6607124,139.7760709
中央区勝どき２丁目,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,5,2,0,1,0,2,19,35.6582916,139.7786272
中央区勝どき３丁目,13,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,5,2,0,0,0,3,21,35.6596883,139.7735148
中央区勝どき４丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3,12,35.6572676,139.7760709
中央区勝どき５丁目,17,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,1,2,1,3,1,0,0,0,2,33,35.657516,139.7709587
中央区勝どき６丁目,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,3,0,1,0,0,2,21,35.6550953,139.7735148
中央区晴海１丁目,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,5,3,1,0,0,1,19,35.6597032,139.7850184
中央区晴海２丁目,13,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,5,3,0,0,0,2,25,35.6564518,139.7869359
中央区晴海３丁目,18,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,3,0,0,0,0,0,0,3,4,5,2,0,1,0,2,26,35.6548467,139.7786272
中央区晴海５丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.6490356,139.7741538
中央区豊海町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,35.6515808,139.7690417
中央区日本橋人形町１丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,1,3,2,4,2,0,0,0,2,13,35.6846715,139.7821423
中央区日本橋人形町２丁目,14,0,0,0,5,0,3,2,0,0,2,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,38,35.6861108,139.7850184
中央区日本橋人形町３丁目,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,2,21,35.6867114,139.7815031
中央区日本橋蛎殻町１丁目,11,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,0,1,0,3,0,3,1,0,0,0,2,15,35.6821547,139.7837401
中央区日本橋蛎殻町２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,3,0,1,1,0,1,14,35.6835939,139.7866163
中央区京橋１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,3,35.6782784,139.7719172
中央区京橋２丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,4,1,0,1,0,2,11,35.6768744,139.7712782
中央区京橋３丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,13,35.67585,139.7687222
中央区日本橋小伝馬町,10,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,7,0,0,3,1,0,0,0,0,0,1,2,1,1,0,0,0,0,14,35.6915854,139.7786272
中央区日本橋大伝馬町,9,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,1,17,35.69079079999999,139.7802249
中央区日本橋小舟町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,4,35.6865789,139.7783077
中央区日本橋堀留町１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,35.687665,139.7795858
中央区日本橋堀留町２丁目,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,17,35.6887511,139.780864
中央区日本橋富沢町,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,9,35.6889454,139.7827814
中央区日本橋兜町,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,1,7,3,2,1,0,1,17,35.6807421,139.777349
港区虎ノ門１丁目,27,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,0,0,0,0,0,3,7,6,2,0,1,0,3,43,35.668325,139.7492367
港区虎ノ門２丁目,6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,14,35.6679357,139.7454042
港区虎ノ門３丁目,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,6,4,0,1,0,1,14,35.6642718,139.747001
港区虎ノ門４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,1,2,1,0,0,0,1,8,35.6651277,139.7441268
港区虎ノ門５丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,4,1,2,1,0,0,0,1,9,35.6627348,139.7431687
港区台場１丁目,48,0,0,0,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,27,1,1,3,2,0,0,0,0,2,10,8,16,6,1,0,0,9,68,35.6311818,139.7786779
港区台場２丁目,13,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,2,6,5,0,0,0,1,25,35.6268958,139.7747928
港区愛宕１丁目,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35.6650403,139.7489173
港区愛宕２丁目,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35.66306230000001,139.7482785
港区芝１丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,5,3,1,0,0,1,14,35.65127349999999,139.7546664
港区芝２丁目,14,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,5,1,0,0,0,0,0,1,0,4,0,2,0,0,2,29,35.6549068,139.7511772
港区芝３丁目,21,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,0,0,0,13,0,0,8,0,0,0,0,0,0,1,4,4,2,0,0,0,2,35,35.6500357,139.749181
港区芝４丁目,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,0,0,0,0,0,0,5,5,2,0,0,0,3,19,35.6481737,139.7505142
港区芝５丁目,83,0,0,0,13,0,9,4,0,0,1,0,0,0,1,0,0,0,0,48,0,0,10,1,0,0,2,0,1,3,31,21,5,5,0,0,11,137,35.646955,139.7460429
港区芝浦１丁目,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,5,1,0,0,0,0,0,0,4,8,1,0,0,0,7,23,35.6485621,139.754347
港区芝浦２丁目,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,1,22,35.6446055,139.7530694
港区芝浦３丁目,50,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,23,7,6,2,2,0,0,2,66,35.6437049,139.7479592
港区芝浦４丁目,27,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,3,4,8,4,1,0,0,3,47,35.6400662,139.7460429
港区海岸１丁目,34,0,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,2,0,3,0,17,3,1,0,0,0,2,62,35.6553975,139.7613745
港区海岸２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,4,7,35.6501388,139.7589234
港区海岸３丁目,35,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,4,0,0,0,0,0,0,11,7,11,6,0,0,0,5,41,35.6399584,139.7600967
港区東新橋１丁目,20,0,0,0,6,0,4,2,0,0,1,0,0,0,1,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,5,5,1,0,0,0,4,46,35.664582,139.7613745
港区東新橋２丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,5,35.6610673,139.7569024
港区新橋１丁目,32,1,0,1,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,1,0,3,12,5,2,1,0,0,2,73,35.6683701,139.7572218
